Label;Volume (unit);Volume (pixel);Mean;SurfaceArea;surfaceAreaPxl;Min;Max;Std Deviation;X;Y;Z;Xmass;Ymass;Zmass;Feret
ObjB-1;0.085929;24;1;1.734531;72;1;1;0;43.291667;0.375;0.625;43.291667;0.375;0.625;0.89531
ObjB-2;0.046545;13;2;1.066937;44;2;2;0;65.538462;0.461538;0.384615;65.538462;0.461538;0.384615;0.457543
ObjB-3;0.060866;17;3;1.305258;50;3;3;0;74.176471;0.294118;0.647059;74.176471;0.294118;0.647059;0.692348
ObjB-4;0.071607;20;4;1.26964;54;4;4;0;84.95;0.6;0.4;84.95;0.6;0.4;0.541191
ObjB-5;0.401002;112;5;4.50607;182;5;5;0;105.214286;1.366071;1.446429;105.214286;1.366071;1.446429;1.259265
ObjB-6;0.071607;20;6;1.299569;60;6;6;0;125.4;0.75;0.2;125.4;0.75;0.2;0.557045
ObjB-7;0.121733;34;7;1.716722;74;7;7;0;144.294118;0.823529;0.5;144.294118;0.823529;0.5;0.729095
ObjB-8;0.325814;91;8;3.433444;148;8;8;0;200.406593;1.758242;0.989011;200.406593;1.758242;0.989011;0.978125
ObjB-9;0.089509;25;9;1.52008;68;9;9;0;245.36;0.96;0.32;245.36;0.96;0.32;0.660381
ObjB-10;0.035804;10;10;0.864235;34;10;10;0;314.3;0.2;0.4;314.3;0.2;0.4;0.457543
ObjB-11;0.18976;53;11;2.467672;102;11;11;0;134.943396;1.283019;0.90566;134.943396;1.283019;0.90566;1.012335
ObjB-12;0.354457;99;12;3.451996;174;12;12;0;173.858586;2.323232;0.474747;173.858586;2.323232;0.474747;1.07894
ObjB-13;0.332975;93;13;3.910084;160;13;13;0;286.301075;2.430108;1.236559;286.301075;2.430108;1.236559;1.42714
ObjB-14;0.186179;52;14;2.324828;104;14;14;0;58.173077;2.173077;0.538462;58.173077;2.173077;0.538462;0.840299
ObjB-15;0.415323;116;15;4.238192;184;15;15;0;256.327586;2.637931;1.094828;256.327586;2.637931;1.094828;1.301214
ObjB-16;0.211242;59;16;2.658625;118;16;16;0;292.898305;2.423729;0.711864;292.898305;2.423729;0.711864;0.978125
ObjB-17;0.261367;73;17;3.427384;144;17;17;0;73.410959;4.972603;0.890411;73.410959;4.972603;0.890411;1.058442
ObjB-18;0.268528;75;18;3.051909;130;18;18;0;208.653333;16163;1.026667;208.653333;16163;1.026667;0.921584
ObjB-19;0.622985;174;19;6.03444;338;19;19;0;33.149425;5.844828;0.310345;33.149425;5.844828;0.310345;1.547053
ObjB-20;0.186179;52;20;2.223663;106;20;20;0;62.211538;6.692308;0.442308;62.211538;6.692308;0.442308;0.761129
ObjB-21;0.243465;68;21;3.070089;142;21;21;0;85.661765;7.191176;0.470588;85.661765;7.191176;0.470588;1.02796
ObjB-22;0.153956;43;22;2.217603;102;22;22;0;216.906977;4.976744;0.372093;216.906977;4.976744;0.372093;0.791869
ObjB-23;0.146795;41;23;2.330517;94;23;23;0;0.585366;8.02439;0.780488;0.585366;8.02439;0.780488;0.972005
ObjB-24;0.411743;115;24;3.964254;182;24;24;0;355.486957;44235;0.826087;355.486957;44235;0.826087;1.065715
ObjB-25;0.29001;81;25;367495;150;25;25;0;215.061728;10.839506;0.641975;215.061728;10.839506;0.641975;0.930456
ObjB-26;0.583601;163;26;5.442656;250;26;26;0;224.441718;8.490798;0.920245;224.441718;8.490798;0.920245;1.328445
ObjB-27;0.447547;125;27;4.441266;208;27;27;0;124.416;9.968;0.704;124.416;9.968;0.704;1.172365
ObjB-28;0.254207;71;28;3.051909;130;28;28;0;333.394366;10.605634;0.943662;333.394366;10.605634;0.943662;0.915087
ObjB-29;0.540637;151;29;5.18121;270;29;29;0;184.033113;10.781457;0.483444;184.033113;10.781457;0.483444;1.424387
ObjB-30;0.429645;120;30;4.160896;188;30;30;0;9.708333;11.633333;0.841667;9.708333;11.633333;0.841667;1.172365
ObjB-31;0.204081;57;31;2.545339;112;31;31;0;106.877193;11.561404;0.719298;106.877193;11.561404;0.719298;0.875086
ObjB-32;0.429645;120;32;4.722007;242;32;32;0;156.166667;11.616667;0.4;156.166667;11.616667;0.4;1.384193
ObjB-33;0.257787;72;33;3.004171;126;33;33;0;268.847222;12.652778;0.902778;268.847222;12.652778;0.902778;0.947131
ObjB-34;0.168278;47;34;2.444174;114;34;34;0;310;12.191489;0.617021;310;12.191489;0.617021;0.884424
ObjB-35;0.429645;120;35;4.387839;214;35;35;0;343.691667;12.991667;0.558333;343.691667;12.991667;0.558333;1.281209
ObjB-36;0.551378;154;36;5.103171;246;36;36;0;205.461039;15.88961;0.733766;205.461039;15.88961;0.733766;1.382568
ObjB-37;0.186179;52;37;2.450234;118;37;37;0;261.211538;12.865385;0.365385;261.211538;12.865385;0.365385;0.818718
