Label;Volume (unit);Volume (pixel);Mean;SurfaceArea;surfaceAreaPxl;Min;Max;Std Deviation;X;Y;Z;Xmass;Ymass;Zmass;Feret
ObjB-1;0,229;71;1;2,744;130;1;1;0;48,155;1,831;0,761;48,155;1,831;0,761;0,959
ObjB-2;0,197;61;2;3,01;132;2;2;0;102,984;0,803;0,902;102,984;0,803;0,902;1,161
ObjB-3;0,181;56;3;2,776;114;3;3;0;228,786;0,482;1;228,786;0,482;1;1,229
ObjB-4;0,1;31;4;2,086;84;4;4;0;307,129;0,258;1,097;307,129;0,258;1,097;1,03
ObjB-5;0,246;76;5;2,981;152;5;5;0;250,592;1,461;0,539;250,592;1,461;0,539;1,043
ObjB-6;0,333;103;6;3,64;198;6;6;0;61,417;2,583;0,476;61,417;2,583;0,476;1,239
ObjB-7;0,394;122;7;4,772;254;7;7;0;360,844;3,377;0,475;360,844;3,377;0,475;1,247
ObjB-8;0,514;159;8;4,686;246;8;8;0;40,063;3,824;0,692;40,063;3,824;0,692;1,129
ObjB-9;0,252;78;9;3,175;170;9;9;0;116,038;4,295;0,346;116,038;4,295;0,346;1,029
ObjB-10;0,233;72;10;2,904;160;10;10;0;186,639;4,167;0,292;186,639;4,167;0,292;1,003
ObjB-11;0,53;164;11;5,342;254;11;11;0;230,262;5,543;1,213;230,262;5,543;1,213;1,368
ObjB-12;0,372;115;12;3,896;218;12;12;0;91,957;8,913;0,478;91,957;8,913;0,478;1,247
ObjB-13;0,465;144;13;4,612;224;13;13;0;312,278;8,361;0,931;312,278;8,361;0,931;1,269
ObjB-14;0,281;87;14;3,07;164;14;14;0;325,08;8,77;0,517;325,08;8,77;0,517;0,976
ObjB-15;0,275;85;15;3,094;170;15;15;0;55,918;10,282;0,365;55,918;10,282;0,365;0,936
ObjB-16;0,414;128;16;3,79;212;16;16;0;132,109;9,711;0,539;132,109;9,711;0,539;1,162
ObjB-17;0,465;144;17;4,583;210;17;17;0;290,785;9,632;1,153;290,785;9,632;1,153;1,211
ObjB-18;0,268;83;18;3,393;160;18;18;0;110,458;11,036;0,771;110,458;11,036;0,771;1,148
ObjB-19;0,624;193;19;5,812;290;19;19;0;192;11,575;0,86;192;11,575;0,86;1,435
ObjB-20;0,675;209;20;6,252;346;20;20;0;29,134;13,737;0,584;29,134;13,737;0,584;1,613
ObjB-21;0,09;28;21;1,758;80;21;21;0;64,5;12,714;0,464;64,5;12,714;0,464;0,793
ObjB-22;0,313;97;22;3,585;174;22;22;0;208,907;12,845;0,835;208,907;12,845;0,835;0,992
ObjB-23;0,504;156;23;4,84;230;23;23;0;300,449;12,885;1,083;300,449;12,885;1,083;1,211
ObjB-24;0,123;38;24;2,05;92;24;24;0;99,474;14,158;0,553;99,474;14,158;0,553;0,737
ObjB-25;0,307;95;25;3,175;170;25;25;0;170,684;14,284;0,537;170,684;14,284;0,537;0,942
ObjB-26;0,304;94;26;3,803;164;26;26;0;332,5;14,894;1,245;332,5;14,894;1,245;1,324
ObjB-27;0,423;131;27;4,487;220;27;27;0;284,626;16,145;0,786;284,626;16,145;0,786;1,217
ObjB-28;0,149;46;28;2,208;118;28;28;0;311,804;15,978;0,217;311,804;15,978;0,217;0,813
ObjB-29;0,656;203;29;5,946;310;29;29;0;8,468;15,867;0,754;8,468;15,867;0,754;1,477
ObjB-30;0,343;106;30;3,982;226;30;30;0;154,028;18,349;0,292;154,028;18,349;0,292;1,417
ObjB-31;0,071;22;31;1,319;62;31;31;0;198,136;18,818;0,318;198,136;18,818;0,318;0,553
ObjB-32;0,171;53;32;2,55;112;32;32;0;327,811;19,472;0,906;327,811;19,472;0,906;1,114
ObjB-33;0,239;74;33;3,161;146;33;33;0;159,676;16,243;0,662;159,676;16,243;0,662;1,03
ObjB-34;0,439;136;34;5,05;242;34;34;0;254,581;20,478;1;254,581;20,478;1;1,468
ObjB-35;0,103;32;35;1,636;80;35;35;0;161,156;22,406;0,344;161,156;22,406;0,344;0,675
ObjB-36;0,174;54;36;2,454;122;36;36;0;291,815;21,537;0,389;291,815;21,537;0,389;0,806
ObjB-37;0,465;144;37;4,638;234;37;37;0;168,472;24,215;0,743;168,472;24,215;0,743;1,148
ObjB-38;0,375;116;38;3,601;202;38;38;0;319,078;25,302;0,474;319,078;25,302;0,474;1,124
ObjB-39;0,168;52;39;2,591;112;39;39;0;9,173;24,115;1,096;9,173;24,115;1,096;1,059
ObjB-40;0,469;145;40;4,713;222;40;40;0;364,117;25,697;0,931;364,117;25,697;0,931;1,293
ObjB-41;0,523;162;41;5,618;272;41;41;0;73,099;25,086;1,198;73,099;25,086;1,198;1,301
ObjB-42;0,404;125;42;4,459;206;42;42;0;143,848;24,52;1,112;143,848;24,52;1,112;1,374
ObjB-43;0,078;24;43;1,13;52;43;43;0;177,5;26;0,5;177,5;26;0,5;0,48
ObjB-44;0,107;33;44;1,775;74;44;44;0;0,636;26,727;0,818;0,636;26,727;0,818;0,737
ObjB-45;0,42;130;45;3,965;198;45;45;0;127,423;27,815;0,831;127,423;27,815;0,831;1,076
ObjB-46;0,565;175;46;5,689;290;46;46;0;226,011;27,56;0,886;226,011;27,56;0,886;1,374
ObjB-47;0,171;53;47;2,308;116;47;47;0;309,434;26,981;0,472;309,434;26,981;0,472;0,919
ObjB-48;0,31;96;48;3,585;174;48;48;0;16,896;25,979;0,688;16,896;25,979;0,688;1,076
ObjB-49;0,1;31;49;1,592;76;49;49;0;262,581;28,452;0,387;262,581;28,452;0,387;0,659
ObjB-50;0,087;27;50;1,386;72;50;50;0;269,259;29,481;0,222;269,259;29,481;0,222;0,599
ObjB-51;0,352;109;51;3,604;172;51;51;0;297,349;28,468;0,817;297,349;28,468;0,817;0,992
ObjB-52;0,753;233;52;6,729;326;52;52;0;140,373;32,077;1;140,373;32,077;1;1,468
ObjB-53;0,2;62;53;2,644;132;53;53;0;158,968;28,532;0,452;158,968;28,532;0,452;0,948
ObjB-54;0,546;169;54;5,242;256;54;54;0;285,781;30,775;1,024;285,781;30,775;1,024;1,263
ObjB-55;0,181;56;55;2,562;132;55;55;0;14,5;31,821;0,321;14,5;31,821;0,321;0,907
ObjB-56;0,323;100;56;3,688;176;56;56;0;337,68;30,57;0,83;337,68;30,57;0,83;1,148
ObjB-57;0,656;203;57;5,989;280;57;57;0;85,97;32,798;1,315;85,97;32,798;1,315;1,414
ObjB-58;0,336;104;58;3,786;204;58;58;0;48,567;33,99;0,471;48,567;33,99;0,471;1,038
ObjB-59;0,31;96;59;3,367;184;59;59;0;59,365;32,146;0,438;59,365;32,146;0,438;1,045
ObjB-60;0,297;92;60;3,398;168;60;60;0;307,554;33,761;0,674;307,554;33,761;0,674;1,045
ObjB-61;0,527;163;61;5,316;278;61;61;0;323,871;34,319;0,613;323,871;34,319;0,613;1,217
ObjB-62;0,055;17;62;1,111;54;62;62;0;113,529;34,647;0,176;113,529;34,647;0,176;0,48
ObjB-63;0,494;153;63;4,784;240;63;63;0;24,261;35,85;0,824;24,261;35,85;0,824;1,212
ObjB-64;0,078;24;64;1,801;84;64;64;0;72,292;35,583;0,25;72,292;35,583;0,25;0,942
ObjB-65;0,397;123;65;4,207;194;65;65;0;165,154;36,537;1,341;165,154;36,537;1,341;1,268
ObjB-66;0,158;49;66;2,203;110;66;66;0;73,857;39,143;0,429;73,857;39,143;0,429;0,889
ObjB-67;0,372;115;67;3,388;186;67;67;0;128,461;37,243;0,496;128,461;37,243;0,496;1,162
ObjB-68;0,617;191;68;5,203;294;68;68;0;297,785;39,037;0,518;297,785;39,037;0,518;1,386
ObjB-69;0,297;92;69;3,831;178;69;69;0;160,38;39,565;0,848;160,38;39,565;0,848;1,148
ObjB-70;0,339;105;70;3,601;202;70;70;0;105,457;39,257;0,41;105,457;39,257;0,41;1,103
ObjB-71;0,362;112;71;4,227;192;71;71;0;234,67;39,411;1,295;234,67;39,411;1,295;1,229
ObjB-72;0,107;33;72;1,446;70;72;72;0;217;43,273;0,455;217;43,273;0,455;0,634
ObjB-73;0,071;22;73;1,545;64;73;73;0;0,273;43,364;0,591;0,273;43,364;0,591;0,865
ObjB-74;0,259;80;74;2,84;154;74;74;0;17,887;43,438;0,475;17,887;43,438;0,475;0,942
ObjB-75;0,1;31;75;1,76;84;75;75;0;280,742;43,323;0,484;280,742;43,323;0,484;0,895
ObjB-76;0,281;87;76;3,496;162;76;76;0;318,563;44,299;0,759;318,563;44,299;0,759;1,008
ObjB-77;0,388;120;77;4,624;210;77;77;0;237,792;44,117;1;237,792;44,117;1;1,458
ObjB-78;0,275;85;78;4,265;188;78;78;0;59,812;48,047;0,729;59,812;48,047;0,729;1,242
ObjB-79;0,388;120;79;3,779;192;79;79;0;226,65;46,1;0,683;226,65;46,1;0,683;0,976
ObjB-80;0,533;165;80;4,691;220;80;80;0;67,23;47,745;1,242;67,23;47,745;1,242;1,229
ObjB-81;0,155;48;81;2,071;128;81;81;0;364,438;47,167;0,021;364,438;47,167;0,021;0,936
ObjB-82;0,129;40;82;1,676;80;82;82;0;79,05;48,9;0,5;79,05;48,9;0,5;0,659
ObjB-83;0,585;181;83;5,33;302;83;83;0;90,265;48,403;0,569;90,265;48,403;0,569;1,267
ObjB-84;0,123;38;84;1,882;84;84;84;0;173,368;47,895;0,684;173,368;47,895;0,684;0,744
ObjB-85;0,2;62;85;2,91;134;85;85;0;178,758;50,032;0,629;178,758;50,032;0,629;1,03
ObjB-86;0,394;122;86;4,183;222;86;86;0;204,041;49,426;0,557;204,041;49,426;0,557;1,269
ObjB-87;0,181;56;87;2,433;120;87;87;0;240,464;50,25;0,429;240,464;50,25;0,429;0,793
ObjB-88;0,598;185;88;5,68;274;88;88;0;313,368;51,389;1,092;313,368;51,389;1,092;1,487
ObjB-89;0,43;133;89;4,882;268;89;89;0;273,842;51,835;0,534;273,842;51,835;0,534;1,355
ObjB-90;0,365;113;90;3,956;182;90;90;0;330,504;50,186;1,035;330,504;50,186;1,035;1,076
ObjB-91;0,223;69;91;2,711;142;91;91;0;32,101;50,319;0,42;32,101;50,319;0,42;0,928
ObjB-92;0,194;60;92;2,392;120;92;92;0;220,5;51,067;0,467;220,5;51,067;0,467;0,813
ObjB-93;0,052;16;93;1,003;44;93;93;0;325,938;53,5;0,438;325,938;53,5;0,438;0,445
ObjB-94;0,54;167;94;4,957;256;94;94;0;189,539;52,587;1,006;189,539;52,587;1,006;1,273
ObjB-95;0,404;125;95;4,148;196;95;95;0;291,136;54,824;0,984;291,136;54,824;0,984;1,268
ObjB-96;0,708;219;96;5,989;314;96;96;0;82,977;57,032;0,854;82,977;57,032;0,854;1,54
ObjB-97;0,578;179;97;5,627;288;97;97;0;107,419;56,749;0,888;107,419;56,749;0,888;1,327
ObjB-98;0,795;246;98;6,518;314;98;98;0;201,642;56,618;1,183;201,642;56,618;1,183;1,549
ObjB-99;0,174;54;99;2,699;122;99;99;0;1,519;60,889;0,704;1,519;60,889;0,704;1,161
ObjB-100;0,246;76;100;2,711;142;100;100;0;36,026;59,684;0,447;36,026;59,684;0,447;0,936
ObjB-101;0,511;158;101;5,204;226;101;101;0;76,867;65,089;1,348;76,867;65,089;1,348;1,372
ObjB-102;0,465;144;102;5,22;254;102;102;0;258,438;64,264;0,931;258,438;64,264;0,931;1,362
ObjB-103;0,359;111;103;4,081;186;103;103;0;289,288;63,261;1,586;289,288;63,261;1,586;1,293
ObjB-104;0,675;209;104;6,06;332;104;104;0;179,804;64,34;0,589;179,804;64,34;0,589;1,626
ObjB-105;0,514;159;105;4,739;232;105;105;0;297,874;65,899;1,182;297,874;65,899;1,182;1,268
ObjB-106;0,204;63;106;2,682;128;106;106;0;37,825;67,698;0,635;37,825;67,698;0,635;0,889
ObjB-107;0,439;136;107;4,052;206;107;107;0;43,654;67,125;0,772;43,654;67,125;0,772;1,03
ObjB-108;0,326;101;108;3,364;180;108;108;0;162,465;67,208;0,475;162,465;67,208;0,475;1,024
ObjB-109;0,249;77;109;3,264;148;109;109;0;217,727;66,753;1,052;217,727;66,753;1,052;1,198
ObjB-110;0,249;77;110;2,972;136;110;110;0;263,766;68,506;0,87;263,766;68,506;0,87;1,114
ObjB-111;0,43;133;111;4,37;228;111;111;0;133,466;68,632;0,549;133,466;68,632;0,549;1,239
ObjB-112;0,414;128;112;4,399;208;112;112;0;247,305;69,422;1,164;247,305;69,422;1,164;1,175
