Label,Volume (unit),Volume (pixel),Mean,SurfaceArea,surfaceAreaPxl,Min,Max,Std Deviation,X,Y,Z,Xmass,Ymass,Zmass,Feret
ObjA-1,3157.805,977259,1,17873.954,802650,1,1,0,233.560,245.269,6.039,233.560,245.269,6.039,71.129
ObjA-2,1.050,325,2,13.554,574,2,2,0,60.880,4.582,2.665,60.880,4.582,2.665,2.977
ObjA-3,0.032,10,3,0.939,38,3,3,0,70.200,1.000,0.500,70.200,1.000,0.500,0.618
ObjA-4,3.108,962,4,25.217,1014,4,4,0,99.887,3.180,6.130,99.887,3.180,6.130,4.057
ObjA-5,0.003,1,5,0.146,6,5,5,NaN,428.000,482.000,0.000,428.000,482.000,0.000,0.000
ObjA-6,0.604,187,6,8.214,358,6,6,0,157.877,2.572,1.888,157.877,2.572,1.888,2.203
ObjA-7,0.152,47,7,2.407,110,7,7,0,172.957,1.574,0.532,172.957,1.574,0.532,0.889
ObjA-8,0.016,5,8,0.481,22,8,8,0,288.600,0.200,0.000,288.600,0.200,0.000,0.311
ObjA-9,0.013,4,9,0.438,18,9,9,0,316.000,0.000,0.250,316.000,0.000,0.250,0.317
ObjA-10,2.285,707,10,26.309,1104,10,10,0,372.638,2.653,6.956,372.638,2.653,6.956,4.283
ObjA-11,0.003,1,11,0.146,6,11,11,NaN,269.000,31.000,1.000,269.000,31.000,1.000,0.000
ObjA-12,0.003,1,12,0.146,6,12,12,NaN,247.000,10.000,8.000,247.000,10.000,8.000,0.000
ObjA-13,0.006,2,13,0.271,10,13,13,0,306.000,14.000,8.500,306.000,14.000,8.500,0.300
ObjA-14,0.003,1,14,0.146,6,14,14,NaN,0.000,4.000,0.000,0.000,4.000,0.000,0.000
ObjA-15,0.003,1,15,0.146,6,15,15,NaN,303.000,4.000,0.000,303.000,4.000,0.000,0.000
ObjA-16,0.003,1,16,0.146,6,16,16,NaN,297.000,5.000,0.000,297.000,5.000,0.000,0.000
ObjA-17,0.003,1,17,0.146,6,17,17,NaN,326.000,28.000,8.000,326.000,28.000,8.000,0.000
ObjA-18,0.003,1,18,0.146,6,18,18,NaN,133.000,29.000,8.000,133.000,29.000,8.000,0.000
ObjA-19,0.239,74,19,5.304,224,19,19,0,2.176,7.203,3.068,2.176,7.203,3.068,2.922
ObjA-20,0.003,1,20,0.146,6,20,20,NaN,311.000,69.000,1.000,311.000,69.000,1.000,0.000
ObjA-21,0.006,2,21,0.230,10,21,21,0,165.000,7.500,0.000,165.000,7.500,0.000,0.104
ObjA-22,0.003,1,22,0.146,6,22,22,NaN,168.000,84.000,1.000,168.000,84.000,1.000,0.000
ObjA-23,0.052,16,23,1.046,48,23,23,0,90.250,9.000,0.312,90.250,9.000,0.312,0.445
ObjA-24,0.032,10,24,1.023,42,24,24,0,343.200,88.600,2.500,343.200,88.600,2.500,0.707
ObjA-25,0.003,1,25,0.146,6,25,25,NaN,133.000,100.000,1.000,133.000,100.000,1.000,0.000
ObjA-26,0.798,247,26,15.013,596,26,26,0,329.599,105.057,7.543,329.599,105.057,7.543,3.857
ObjA-27,0.003,1,27,0.146,6,27,27,NaN,2.000,51.000,8.000,2.000,51.000,8.000,0.000
ObjA-28,0.003,1,28,0.146,6,28,28,NaN,33.000,105.000,1.000,33.000,105.000,1.000,0.000
ObjA-29,0.065,20,29,1.731,70,29,29,0,7.000,9.350,2.450,7.000,9.350,2.450,1.532
ObjA-30,0.081,25,30,1.921,80,30,30,0,2.000,59.000,9.920,2.000,59.000,9.920,1.222
ObjA-31,0.003,1,31,0.146,6,31,31,NaN,131.000,113.000,1.000,131.000,113.000,1.000,0.000
ObjA-32,0.003,1,32,0.146,6,32,32,NaN,5.000,58.000,8.000,5.000,58.000,8.000,0.000
ObjA-33,0.003,1,33,0.146,6,33,33,NaN,228.000,60.000,8.000,228.000,60.000,8.000,0.000
ObjA-34,0.006,2,34,0.292,12,34,34,0,377.500,11.500,0.000,377.500,11.500,0.000,0.147
ObjA-35,0.016,5,35,0.522,22,35,35,0,54.200,12.800,0.200,54.200,12.800,0.200,0.334
ObjA-36,0.003,1,36,0.146,6,36,36,NaN,425.000,155.000,1.000,425.000,155.000,1.000,0.000
ObjA-37,0.003,1,37,0.146,6,37,37,NaN,116.000,13.000,0.000,116.000,13.000,0.000,0.000
ObjA-38,0.003,1,38,0.146,6,38,38,NaN,428.000,156.000,1.000,428.000,156.000,1.000,0.000
ObjA-39,0.023,7,39,0.939,38,39,39,0,123.286,12.857,1.000,123.286,12.857,1.000,0.975
ObjA-40,0.003,1,40,0.146,6,40,40,NaN,127.000,13.000,0.000,127.000,13.000,0.000,0.000
