Label,Volume (unit),Volume (pixel),Mean,SurfaceArea,surfaceAreaPxl,Min,Max,Std Deviation,X,Y,Z,Xmass,Ymass,Zmass,Feret
ObjA-1,0.010,3,1,0.314,14,1,1,0,11.000,0.000,0.000,11.000,0.000,0.000,0.208
ObjA-2,0.006,2,2,0.271,10,2,2,0,110.000,367.000,6.500,110.000,367.000,6.500,0.300
ObjA-3,2954.796,914433,3,19333.010,860142,3,3,0,265.299,243.297,6.043,265.299,243.297,6.043,71.789
ObjA-4,0.003,1,4,0.146,6,4,4,NaN,337.000,470.000,0.000,337.000,470.000,0.000,0.000
ObjA-5,0.016,5,5,0.606,26,5,5,0,153.200,0.200,0.200,153.200,0.200,0.200,0.432
ObjA-6,0.010,3,6,0.417,16,6,6,0,140.667,387.333,11.667,140.667,387.333,11.667,0.334
ObjA-7,0.003,1,7,0.146,6,7,7,NaN,379.000,373.000,6.000,379.000,373.000,6.000,0.000
ObjA-8,0.029,9,8,0.814,34,8,8,0,405.444,373.111,6.667,405.444,373.111,6.667,0.643
ObjA-9,0.003,1,9,0.146,6,9,9,NaN,254.000,474.000,0.000,254.000,474.000,0.000,0.000
ObjA-10,0.006,2,10,0.292,12,10,10,0,334.500,0.500,0.000,334.500,0.500,0.000,0.147
ObjA-11,0.003,1,11,0.146,6,11,11,NaN,400.000,382.000,6.000,400.000,382.000,6.000,0.000
ObjA-12,0.003,1,12,0.146,6,12,12,NaN,464.000,393.000,11.000,464.000,393.000,11.000,0.000
ObjA-13,0.013,4,13,0.501,20,13,13,0,225.000,396.250,11.500,225.000,396.250,11.500,0.379
ObjA-14,0.003,1,14,0.146,6,14,14,NaN,240.000,386.000,6.000,240.000,386.000,6.000,0.000
ObjA-15,0.006,2,15,0.292,12,15,15,0,221.000,398.500,11.500,221.000,398.500,11.500,0.317
ObjA-16,0.003,1,16,0.146,6,16,16,NaN,398.000,0.000,0.000,398.000,0.000,0.000,0.000
ObjA-17,0.003,1,17,0.146,6,17,17,NaN,132.000,401.000,11.000,132.000,401.000,11.000,0.000
ObjA-18,0.006,2,18,0.230,10,18,18,0,89.000,388.500,6.000,89.000,388.500,6.000,0.104
ObjA-19,0.013,4,19,0.460,20,19,19,0,147.500,403.500,11.750,147.500,403.500,11.750,0.334
ObjA-20,0.010,3,20,0.314,14,20,20,0,407.667,478.333,0.000,407.667,478.333,0.000,0.147
ObjA-21,0.023,7,21,0.668,28,21,21,0,262.143,409.000,11.714,262.143,409.000,11.714,0.365
ObjA-22,0.003,1,22,0.146,6,22,22,NaN,75.000,479.000,0.000,75.000,479.000,0.000,0.000
ObjA-23,0.003,1,23,0.146,6,23,23,NaN,31.000,417.000,11.000,31.000,417.000,11.000,0.000
ObjA-24,0.061,19,24,1.193,54,24,24,0,190.947,417.947,11.632,190.947,417.947,11.632,0.553
ObjA-25,0.003,1,25,0.146,6,25,25,NaN,379.000,479.000,0.000,379.000,479.000,0.000,0.000
ObjA-26,0.003,1,26,0.146,6,26,26,NaN,9.000,3.000,0.000,9.000,3.000,0.000,0.000
ObjA-27,0.003,1,27,0.146,6,27,27,NaN,67.000,421.000,11.000,67.000,421.000,11.000,0.000
ObjA-28,0.006,2,28,0.230,10,28,28,0,320.500,409.000,6.000,320.500,409.000,6.000,0.104
ObjA-29,0.010,3,29,0.314,14,29,29,0,340.667,3.333,0.000,340.667,3.333,0.000,0.147
ObjA-30,0.016,5,30,0.730,30,30,30,0,260.200,425.000,11.800,260.200,425.000,11.800,0.464
ObjA-31,0.071,22,31,1.319,62,31,31,0,386.818,428.545,11.682,386.818,428.545,11.682,0.559
ObjA-32,0.743,230,32,8.393,386,32,32,0,41.261,10.339,1.683,41.261,10.339,1.683,2.446
ObjA-33,0.006,2,33,0.230,10,33,33,0,185.500,418.000,6.000,185.500,418.000,6.000,0.104
ObjA-34,0.010,3,34,0.354,14,34,34,0,397.333,428.000,11.667,397.333,428.000,11.667,0.317
ObjA-35,0.003,1,35,0.146,6,35,35,NaN,270.000,6.000,0.000,270.000,6.000,0.000,0.000
ObjA-36,0.003,1,36,0.146,6,36,36,NaN,295.000,6.000,0.000,295.000,6.000,0.000,0.000
ObjA-37,0.003,1,37,0.146,6,37,37,NaN,430.000,419.000,6.000,430.000,419.000,6.000,0.000
ObjA-38,0.036,11,38,0.941,42,38,38,0,1.636,434.455,11.727,1.636,434.455,11.727,0.445
ObjA-39,0.016,5,39,0.522,22,39,39,0,190.800,483.600,0.200,190.800,483.600,0.200,0.379
ObjA-40,0.090,28,40,1.985,86,40,40,0,5.214,7.964,0.893,5.214,7.964,0.893,1.119
ObjA-41,0.013,4,41,0.479,18,41,41,0,146.000,425.500,7.000,146.000,425.500,7.000,0.609
ObjA-42,0.019,6,42,0.584,24,42,42,0,276.167,442.833,11.667,276.167,442.833,11.667,0.365
ObjA-43,0.029,9,43,0.876,36,43,43,0,271.222,445.000,11.556,271.222,445.000,11.556,0.379
ObjA-44,0.003,1,44,0.146,6,44,44,NaN,69.000,486.000,0.000,69.000,486.000,0.000,0.000
ObjA-45,0.006,2,45,0.230,10,45,45,0,315.000,8.500,0.000,315.000,8.500,0.000,0.104
ObjA-46,0.003,1,46,0.146,6,46,46,NaN,75.000,487.000,0.000,75.000,487.000,0.000,0.000
ObjA-47,0.019,6,47,0.565,26,47,47,0,324.667,487.500,0.000,324.667,487.500,0.000,0.328
ObjA-48,0.372,115,48,4.861,198,48,48,0,108.087,437.226,9.678,108.087,437.226,9.678,1.838
ObjA-49,0.019,6,49,0.627,28,49,49,0,115.167,452.000,11.833,115.167,452.000,11.833,0.379
ObjA-50,0.006,2,50,0.230,10,50,50,0,63.000,456.500,11.000,63.000,456.500,11.000,0.104
ObjA-51,0.003,1,51,0.146,6,51,51,NaN,77.000,488.000,0.000,77.000,488.000,0.000,0.000
ObjA-52,1.661,514,52,18.382,818,52,52,0,37.854,442.821,9.854,37.854,442.821,9.854,2.639
ObjA-53,0.026,8,53,0.855,34,53,53,0,113.125,442.875,6.500,113.125,442.875,6.500,0.379
ObjA-54,0.006,2,54,0.271,10,54,54,0,486.000,444.000,6.500,486.000,444.000,6.500,0.300
ObjA-55,0.023,7,55,0.668,28,55,55,0,190.000,465.286,11.714,190.000,465.286,11.714,0.365
ObjA-56,0.006,2,56,0.230,10,56,56,0,464.000,488.500,0.000,464.000,488.500,0.000,0.104
ObjA-57,0.006,2,57,0.230,10,57,57,0,75.000,489.500,0.000,75.000,489.500,0.000,0.104
ObjA-58,0.003,1,58,0.146,6,58,58,NaN,426.000,449.000,6.000,426.000,449.000,6.000,0.000
ObjA-59,0.013,4,59,0.438,18,59,59,0,102.250,467.750,11.250,102.250,467.750,11.250,0.317
ObjA-60,0.010,3,60,0.314,14,60,60,0,478.333,489.333,0.000,478.333,489.333,0.000,0.147
ObjA-61,0.003,1,61,0.146,6,61,61,NaN,189.000,455.000,6.000,189.000,455.000,6.000,0.000
ObjA-62,0.010,3,62,0.354,14,62,62,0,276.333,468.000,11.667,276.333,468.000,11.667,0.317
