Label;Volume (unit);Volume (pixel);Mean;SurfaceArea;surfaceAreaPxl;Min;Max;Std Deviation;X;Y;Z;Xmass;Ymass;Zmass;Feret
ObjB-1;0,078;24;1;1,442;62;1;1;0;43,292;4,917;0,667;43,292;4,917;0,667;0,684
ObjB-2;0,074;23;2;1,377;56;2;2;0;313,957;6,783;0,87;313,957;6,783;0,87;0,676
ObjB-3;0,032;10;3;0,733;34;3;3;0;355,3;10;0,2;355,3;10;0,2;0,42
ObjB-4;0,013;4;4;0,438;18;4;4;0;406;14;0,5;406;14;0,5;0,365
ObjB-5;0,048;15;5;1,085;44;5;5;0;4,933;15,467;0,667;4,933;15,467;0,667;0,684
ObjB-6;0,01;3;6;0,314;14;6;6;0;68;18;0;68;18;0;0,208
ObjB-7;0,026;8;7;0,608;30;7;7;0;390,625;19,625;0;390,625;19,625;0;0,328
ObjB-8;0,032;10;8;0,73;30;8;8;0;457,2;19,6;0,5;457,2;19,6;0,5;0,379
ObjB-9;0,029;9;9;0,668;28;9;9;0;407,333;20,444;0,444;407,333;20,444;0,444;0,379
ObjB-10;0,061;19;10;1,418;56;10;10;0;304,526;23,895;1,211;304,526;23,895;1,211;0,975
ObjB-11;0,016;5;11;0,563;22;11;11;0;222;25;1;222;25;1;0,635
ObjB-12;0,12;37;12;1,842;84;12;12;0;435,541;25,595;0,649;435,541;25,595;0,649;0,759
ObjB-13;0,039;12;13;0,795;36;13;13;0;470,25;27,25;0,333;470,25;27,25;0,333;0,379
ObjB-14;0,029;9;14;0,752;32;14;14;0;351,222;29,667;0,333;351,222;29,667;0,333;0,379
ObjB-15;0,016;5;15;0,541;20;15;15;0;285;38,6;0,8;285;38,6;0,8;0,609
ObjB-16;0,029;9;16;0,69;30;16;16;0;302,111;37,444;0,333;302,111;37,444;0,333;0,379
ObjB-17;0,045;14;17;1,044;44;17;17;0;33,786;39,714;0,643;33,786;39,714;0,643;0,635
ObjB-18;0,123;38;18;1,921;80;18;18;0;49,789;38,895;1,184;49,789;38,895;1,184;0,997
ObjB-19;0,013;4;19;0,438;18;19;19;0;116,75;41,5;0,25;116,75;41,5;0,25;0,334
ObjB-20;0,09;28;20;1,466;68;20;20;0;390,679;44,607;0,464;390,679;44,607;0,464;0,684
ObjB-21;0,016;5;21;0,501;20;21;21;0;207,4;47,8;0,4;207,4;47,8;0,4;0,334
ObjB-22;0,026;8;22;0,711;32;22;22;0;363,5;50,625;0,125;363,5;50,625;0,125;0,379
ObjB-23;0,013;4;23;0,398;18;23;23;0;334;50,75;0;334;50,75;0;0,208
ObjB-24;0,055;17;24;1,13;52;24;24;0;396,118;50,824;0,294;396,118;50,824;0,294;0,445
ObjB-25;0,103;32;25;2,131;92;25;25;0;193,875;52,5;1,031;193,875;52,5;1,031;0,759
ObjB-26;0,129;40;26;2,112;94;26;26;0;85,1;54,7;0,65;85,1;54,7;0,65;0,759
ObjB-27;0,016;5;27;0,419;20;27;27;0;220,2;53,6;0;220,2;53,6;0;0,232
ObjB-28;0,013;4;28;0,398;18;28;28;0;159;55,75;0;159;55,75;0;0,208
ObjB-29;0,058;18;29;1,19;50;29;29;0;391,722;57;0,667;391,722;57;0,667;0,643
ObjB-30;0,139;43;30;2,028;90;30;30;0;140,512;59,209;0,767;140,512;59,209;0,767;0,759
