Label;Volume (unit);Volume (pixel);Mean;SurfaceArea;surfaceAreaPxl;Min;Max;Std Deviation;X;Y;Z;Xmass;Ymass;Zmass;Feret
ObjB-1;0,019;6;0;0,668;28;0;0;0;135,667;396,833;0,167;NaN;NaN;NaN;0,379
ObjB-2;0,039;12;0;1,147;46;0;0;0;475,083;12,667;7,917;NaN;NaN;NaN;0,929
ObjB-3;3987,28;1233960;5,219;24699,822;1110372;0;1066;59,758;236,775;207,305;5,917;266,518;162,284;7,511;71,935
ObjB-4;0,003;1;0;0,146;6;0;0;NaN;474;16;6;NaN;NaN;NaN;0
ObjB-5;0,006;2;0;0,292;12;0;0;0;250;396,5;0,5;NaN;NaN;NaN;0,317
ObjB-6;0,132;41;0;2,958;112;0;0;0;78,512;0,293;2,634;NaN;NaN;NaN;1,83
ObjB-7;0,184;57;0;2,986;126;0;0;0;86,86;1,491;1,14;NaN;NaN;NaN;1,257
ObjB-8;0,003;1;0;0,146;6;0;0;NaN;469;21;6;NaN;NaN;NaN;0
ObjB-9;0,281;87;5,609;4,811;216;0;244;36,779;280,575;401,816;0,747;276,5;402,5;0;1,397
ObjB-10;0,016;5;0;0,544;24;0;0;0;194,4;69,2;11,8;NaN;NaN;NaN;0,334
ObjB-11;0,006;2;0;0,23;10;0;0;0;195,5;0;0;NaN;NaN;NaN;0,104
ObjB-12;0,032;10;0;0,836;36;0;0;0;330,9;74,9;11,6;NaN;NaN;NaN;0,379
ObjB-13;0,145;45;0;2,881;120;0;0;0;212,6;399,489;2,178;NaN;NaN;NaN;1,56
ObjB-14;0,304;94;0;4,042;190;0;0;0;289,787;402,638;0,681;NaN;NaN;NaN;1,263
ObjB-15;0,003;1;0;0,146;6;0;0;NaN;325;398;0;NaN;NaN;NaN;0
ObjB-16;0,032;10;0;0,754;36;0;0;0;312,2;78,3;11,9;NaN;NaN;NaN;0,379
ObjB-17;0,01;3;0;0,354;14;0;0;0;307,333;82;11,667;NaN;NaN;NaN;0,317
ObjB-18;0,006;2;0;0,292;12;0;0;0;261,5;400,5;0,5;NaN;NaN;NaN;0,334
ObjB-19;0,003;1;0;0,146;6;0;0;NaN;404;0;0;NaN;NaN;NaN;0
ObjB-20;0,003;1;0;0,146;6;0;0;NaN;333;400;0;NaN;NaN;NaN;0
ObjB-21;0,013;4;0;0,438;18;0;0;0;436;0;0,5;NaN;NaN;NaN;0,365
ObjB-22;0,003;1;0;0,146;6;0;0;NaN;439;0;0;NaN;NaN;NaN;0
ObjB-23;0,194;60;0;4,131;168;0;0;0;445,583;0,8;1,95;NaN;NaN;NaN;1,587
ObjB-24;0,003;1;0;0,146;6;0;0;NaN;331;401;0;NaN;NaN;NaN;0
ObjB-25;0,003;1;0;0,146;6;0;0;NaN;260;56;6;NaN;NaN;NaN;0
ObjB-26;0,003;1;0;0,146;6;0;0;NaN;399;401;0;NaN;NaN;NaN;0
ObjB-27;0,032;10;0;0,795;36;0;0;0;244,5;98,8;11,8;NaN;NaN;NaN;0,42
ObjB-28;0,003;1;0;0,146;6;0;0;NaN;220;403;0;NaN;NaN;NaN;0
ObjB-29;0,013;4;0;0,501;20;0;0;0;138,5;112,75;11,5;NaN;NaN;NaN;0,334
ObjB-30;0,01;3;0;0,314;14;0;0;0;49,333;2,667;0;NaN;NaN;NaN;0,147
ObjB-31;0,003;1;0;0,146;6;0;0;NaN;338;403;0;NaN;NaN;NaN;0
ObjB-32;0,003;1;0;0,146;6;0;0;NaN;226;68;6;NaN;NaN;NaN;0
ObjB-33;0,013;4;0;0,522;22;0;0;0;424,5;403,25;1;NaN;NaN;NaN;0,6
ObjB-34;0,013;4;0;0,398;18;0;0;0;164,5;3;0;NaN;NaN;NaN;0,232
ObjB-35;2,85;882;0;29,092;1196;0;0;0;253,872;405,988;5,976;NaN;NaN;NaN;3,932
ObjB-36;0,029;9;0;0,857;38;0;0;0;146,778;128,222;11,778;NaN;NaN;NaN;0,48
ObjB-37;0,003;1;0;0,146;6;0;0;NaN;440;2;0;NaN;NaN;NaN;0
ObjB-38;0,068;21;0;1,674;76;0;0;0;113,286;132,857;11,762;NaN;NaN;NaN;0,656
ObjB-39;0,003;1;0;0,146;6;0;0;NaN;193;135;11;NaN;NaN;NaN;0
ObjB-40;0,003;1;0;0,146;6;0;0;NaN;389;406;0;NaN;NaN;NaN;0
ObjB-41;0,003;1;0;0,146;6;0;0;NaN;469;137;11;NaN;NaN;NaN;0
ObjB-42;0,016;5;0;0,668;28;0;0;0;75,6;4,8;0,8;NaN;NaN;NaN;0,643
ObjB-43;0,003;1;0;0,146;6;0;0;NaN;41;6;0;NaN;NaN;NaN;0
ObjB-44;0,003;1;0;0,146;6;0;0;NaN;48;7;0;NaN;NaN;NaN;0
ObjB-45;0,003;1;0;0,146;6;0;0;NaN;463;145;11;NaN;NaN;NaN;0
ObjB-46;0,003;1;0;0,146;6;0;0;NaN;239;94;6;NaN;NaN;NaN;0
ObjB-47;0,003;1;0;0,146;6;0;0;NaN;282;149;11;NaN;NaN;NaN;0
ObjB-48;0,023;7;0;0,711;32;0;0;0;42,429;150,714;11,714;NaN;NaN;NaN;0,379
ObjB-49;0,01;3;0;0,376;16;0;0;0;78,667;7,667;0,667;NaN;NaN;NaN;0,334
ObjB-50;0,003;1;0;0,146;6;0;0;NaN;418;151;11;NaN;NaN;NaN;0
ObjB-51;0,01;3;0;0,417;16;0;0;0;306,333;152,667;11,333;NaN;NaN;NaN;0,334
ObjB-52;0,003;1;0;0,146;6;0;0;NaN;39;154;11;NaN;NaN;NaN;0
ObjB-53;0,003;1;0;0,146;6;0;0;NaN;48;9;0;NaN;NaN;NaN;0
ObjB-54;0,016;5;0;0,522;22;0;0;0;239,6;413,8;0,6;NaN;NaN;NaN;0,379
ObjB-55;0,003;1;0;0,146;6;0;0;NaN;455;157;11;NaN;NaN;NaN;0
ObjB-56;0,003;1;0;0,146;6;0;0;NaN;144;415;0;NaN;NaN;NaN;0
ObjB-57;0,003;1;0;0,146;6;0;0;NaN;352;125;6;NaN;NaN;NaN;0
ObjB-58;0,003;1;0;0,146;6;0;0;NaN;370;415;0;NaN;NaN;NaN;0
ObjB-59;0,013;4;0;0,479;18;0;0;0;140;416,25;0,75;NaN;NaN;NaN;0,609
ObjB-60;0,003;1;0;0,146;6;0;0;NaN;464;133;6;NaN;NaN;NaN;0
ObjB-61;0,462;143;0;7,407;302;0;0;0;425,503;418,427;3,846;NaN;NaN;NaN;2,542
ObjB-62;0,045;14;0;1,231;50;0;0;0;176,214;141,929;6,786;NaN;NaN;NaN;0,684
ObjB-63;0,006;2;0;0,23;10;0;0;0;230;167,5;11;NaN;NaN;NaN;0,104
ObjB-64;0,026;8;0;0,73;30;0;0;0;241,875;167,875;11,625;NaN;NaN;NaN;0,365
ObjB-65;0,039;12;0;1,025;46;0;0;0;485,833;168,083;11,833;NaN;NaN;NaN;0,445
ObjB-66;0,039;12;0;1,063;42;0;0;0;251,667;418,333;1,417;NaN;NaN;NaN;0,929
ObjB-67;0,174;54;0;4,404;182;0;0;0;270,241;418,611;2,148;NaN;NaN;NaN;1,893
ObjB-68;0,023;7;0;0,855;34;0;0;0;45,571;176,714;11,571;NaN;NaN;NaN;0,533
ObjB-69;0,01;3;0;0,314;14;0;0;0;395,333;418,667;0;NaN;NaN;NaN;0,147
ObjB-70;0,026;8;0;0,896;34;0;0;0;183,625;148;7,25;NaN;NaN;NaN;0,618
ObjB-71;0,003;1;0;0,146;6;0;0;NaN;184;181;11;NaN;NaN;NaN;0
ObjB-72;0,006;2;0;0,271;10;0;0;0;273;183;11,5;NaN;NaN;NaN;0,3
ObjB-73;1,984;614;0;30,444;1348;0;0;0;412,643;428,176;1,419;NaN;NaN;NaN;3,993
ObjB-74;0,003;1;0;0,146;6;0;0;NaN;290;13;0;NaN;NaN;NaN;0
ObjB-75;0,31;96;0;6,078;258;0;0;0;484,167;416,125;2,396;NaN;NaN;NaN;1,952
ObjB-76;0,003;1;0;0,146;6;0;0;NaN;243;188;11;NaN;NaN;NaN;0
ObjB-77;0,006;2;0;0,292;12;0;0;0;273,5;421,5;0;NaN;NaN;NaN;0,147
ObjB-78;0,003;1;0;0,146;6;0;0;NaN;269;189;11;NaN;NaN;NaN;0
ObjB-79;0,01;3;0;0,314;14;0;0;0;136;14;0;NaN;NaN;NaN;0,208
ObjB-80;0,304;94;0;4,126;194;0;0;0;369,362;425;0,755;NaN;NaN;NaN;1,263
ObjB-81;0,01;3;0;0,354;14;0;0;0;384,333;421;0,333;NaN;NaN;NaN;0,317
ObjB-82;0,003;1;0;0,146;6;0;0;NaN;288;14;0;NaN;NaN;NaN;0
ObjB-83;0,003;1;0;0,146;6;0;0;NaN;405;421;0;NaN;NaN;NaN;0
ObjB-84;0,003;1;0;0,146;6;0;0;NaN;429;421;0;NaN;NaN;NaN;0
ObjB-85;0,006;2;0;0,292;12;0;0;0;42,5;422;0,5;NaN;NaN;NaN;0,317
ObjB-86;0,003;1;0;0,146;6;0;0;NaN;184;181;6;NaN;NaN;NaN;0
ObjB-87;0,032;10;0;0,879;40;0;0;0;224,9;193,5;11,8;NaN;NaN;NaN;0,533
ObjB-88;1,431;443;0;16,39;686;0;0;0;464,174;428,488;5,418;NaN;NaN;NaN;3,755
ObjB-89;0,045;14;0;1,13;52;0;0;0;351,286;196,5;11,857;NaN;NaN;NaN;0,559
ObjB-90;0,071;22;0;1,878;76;0;0;0;378,909;424,136;0,955;NaN;NaN;NaN;0,852
ObjB-91;0,01;3;6,667;0,438;18;0;20;11,547;285;17;0;285;17;0;0,294
ObjB-92;0,061;19;0;1,298;60;0;0;0;204,789;199,684;11,737;NaN;NaN;NaN;0,559
ObjB-93;0,003;1;0;0,146;6;0;0;NaN;386;424;0;NaN;NaN;NaN;0
ObjB-94;0,006;2;0;0,292;12;0;0;0;156;200,5;11,5;NaN;NaN;NaN;0,317
ObjB-95;0,32;99;0;6,703;282;0;0;0;479,182;429,192;4,303;NaN;NaN;NaN;2,872
ObjB-96;0,003;1;0;0,146;6;0;0;NaN;175;199;6;NaN;NaN;NaN;0
ObjB-97;0,078;24;0;1,882;84;0;0;0;214,167;201,375;11,708;NaN;NaN;NaN;0,634
ObjB-98;0,042;13;0;1,214;56;0;0;0;33,385;203,077;11,923;NaN;NaN;NaN;0,559
ObjB-99;0,003;1;0;0,146;6;0;0;NaN;274;425;0;NaN;NaN;NaN;0
ObjB-100;0,016;5;0;0,522;22;0;0;0;258,4;204;6,2;NaN;NaN;NaN;0,334
ObjB-101;0,01;3;0;0,438;18;0;0;0;157;203,667;7;NaN;NaN;NaN;0,6
ObjB-102;0,078;24;0;1,777;78;0;0;0;318,542;205,958;11,583;NaN;NaN;NaN;0,553
ObjB-103;0,019;6;0;0,584;24;0;0;0;487,667;204,167;11,667;NaN;NaN;NaN;0,379
ObjB-104;0,003;1;0;0,146;6;0;0;NaN;262;427;0;NaN;NaN;NaN;0
ObjB-105;0,003;1;0;0,146;6;0;0;NaN;158;206;11;NaN;NaN;NaN;0
ObjB-106;0,003;1;0;0,146;6;0;0;NaN;485;427;0;NaN;NaN;NaN;0
ObjB-107;0,003;1;0;0,146;6;0;0;NaN;33;208;11;NaN;NaN;NaN;0
ObjB-108;0,016;5;0;0,544;24;0;0;0;285,6;20;0;NaN;NaN;NaN;0,328
ObjB-109;0,058;18;0;1,195;58;0;0;0;303,778;207,778;11,778;NaN;NaN;NaN;0,533
ObjB-110;0,003;1;0;0,146;6;0;0;NaN;57;429;0;NaN;NaN;NaN;0
ObjB-111;0,032;10;0;0,898;38;0;0;0;61,4;430,3;0,3;NaN;NaN;NaN;0,445
ObjB-112;0,003;1;0;0,146;6;0;0;NaN;115;211;11;NaN;NaN;NaN;0
ObjB-113;0,003;1;0;0,146;6;0;0;NaN;263;429;0;NaN;NaN;NaN;0
ObjB-114;0,023;7;0;0,584;24;0;0;0;91,571;213,571;11,571;NaN;NaN;NaN;0,334
ObjB-115;0,003;1;0;0,146;6;0;0;NaN;115;21;0;NaN;NaN;NaN;0
ObjB-116;0,003;1;0;0,146;6;0;0;NaN;324;214;11;NaN;NaN;NaN;0
ObjB-117;0,01;3;0;0,376;16;0;0;0;469,333;225,667;6,333;NaN;NaN;NaN;0,334
ObjB-118;0,019;6;0;0,752;32;0;0;0;209,5;219,833;11,833;NaN;NaN;NaN;0,379
ObjB-119;0,158;49;0;2,742;126;0;0;0;261,612;433,633;0,551;NaN;NaN;NaN;0,82
ObjB-120;0,003;1;0;0,146;6;0;0;NaN;269;228;6;NaN;NaN;NaN;0
ObjB-121;0,003;1;0;0,146;6;0;0;NaN;115;433;0;NaN;NaN;NaN;0
ObjB-122;0,003;1;0;0,146;6;0;0;NaN;41;237;6;NaN;NaN;NaN;0
ObjB-123;0,003;1;0;0,146;6;0;0;NaN;123;240;11;NaN;NaN;NaN;0
ObjB-124;0,003;1;0;0,146;6;0;0;NaN;476;237;6;NaN;NaN;NaN;0
ObjB-125;0,003;1;0;0,146;6;0;0;NaN;470;241;6;NaN;NaN;NaN;0
ObjB-126;0,003;1;0;0,146;6;0;0;NaN;293;243;6;NaN;NaN;NaN;0
ObjB-127;0,013;4;0;0,398;18;0;0;0;394;433,75;0;NaN;NaN;NaN;0,208
ObjB-128;0,003;1;0;0,146;6;0;0;NaN;31;434;0;NaN;NaN;NaN;0
ObjB-129;0,023;7;0;0,69;30;0;0;0;195;245,857;11,857;NaN;NaN;NaN;0,334
ObjB-130;0,003;1;0;0,146;6;0;0;NaN;406;434;0;NaN;NaN;NaN;0
ObjB-131;0,016;5;0;0,544;24;0;0;0;237,2;255,4;11,8;NaN;NaN;NaN;0,334
ObjB-132;0,003;1;0;0,146;6;0;0;NaN;408;434;0;NaN;NaN;NaN;0
ObjB-133;0,097;30;0;1,636;80;0;0;0;219,4;264,467;11,7;NaN;NaN;NaN;0,696
ObjB-134;0,003;1;0;0,146;6;0;0;NaN;264;263;6;NaN;NaN;NaN;0
ObjB-135;0,026;8;0;0,857;38;0;0;0;387,25;436,25;0,125;NaN;NaN;NaN;0,428
ObjB-136;0,023;7;147,714;0,814;34;0;1034;390,815;420,286;269,857;11,429;419;271;11;0,42
ObjB-137;0,01;3;0;0,417;16;0;0;0;425,333;268,667;11,667;NaN;NaN;NaN;0,334
ObjB-138;0,01;3;0;0,417;16;0;0;0;108,667;436,667;0,333;NaN;NaN;NaN;0,334
ObjB-139;0,003;1;0;0,146;6;0;0;NaN;425;271;11;NaN;NaN;NaN;0
ObjB-140;0,023;7;0;0,814;34;0;0;0;393,857;436,714;1,286;NaN;NaN;NaN;0,997
ObjB-141;0,01;3;0;0,438;18;0;0;0;1;29,333;0;NaN;NaN;NaN;0,208
ObjB-142;0,042;13;0;1,109;50;0;0;0;447,923;273,615;11,846;NaN;NaN;NaN;0,533
ObjB-143;0,003;1;0;0,146;6;0;0;NaN;176;29;0;NaN;NaN;NaN;0
ObjB-144;0,21;65;0;4,651;186;0;0;0;335,662;285,015;9,954;NaN;NaN;NaN;1,885
ObjB-145;0,003;1;0;0,146;6;0;0;NaN;266;277;11;NaN;NaN;NaN;0
ObjB-146;0,003;1;0;0,146;6;0;0;NaN;316;437;0;NaN;NaN;NaN;0
ObjB-147;0,078;24;0;2,543;100;0;0;0;323,625;438,792;3,792;NaN;NaN;NaN;1,838
ObjB-148;0,006;2;0;0,23;10;0;0;0;256,5;439;0;NaN;NaN;NaN;0,104
ObjB-149;0,003;1;0;0,146;6;0;0;NaN;267;30;0;NaN;NaN;NaN;0
ObjB-150;0,078;24;0;1,717;80;0;0;0;162,5;282,625;11,708;NaN;NaN;NaN;0,553
ObjB-151;0,003;1;0;0,146;6;0;0;NaN;393;439;0;NaN;NaN;NaN;0
ObjB-152;0,006;2;0;0,292;12;0;0;0;420,5;282,5;11,5;NaN;NaN;NaN;0,334
ObjB-153;0,036;11;3,091;1,149;50;0;34;10,251;444,636;31,636;0,182;447;32;0;0,559
ObjB-154;0,132;41;0;2,361;102;0;0;0;6,171;32,366;0,878;NaN;NaN;NaN;1,002
ObjB-155;0,023;7;0;0,565;26;0;0;0;24,571;285;11,857;NaN;NaN;NaN;0,334
ObjB-156;0,003;1;0;0,146;6;0;0;NaN;317;440;0;NaN;NaN;NaN;0
ObjB-157;0,003;1;0;0,146;6;0;0;NaN;434;298;6;NaN;NaN;NaN;0
ObjB-158;0,003;1;0;0,146;6;0;0;NaN;17;287;11;NaN;NaN;NaN;0
ObjB-159;0,019;6;0;0,627;28;0;0;0;400;441,167;0,167;NaN;NaN;NaN;0,379
ObjB-160;0,207;64;0;4,05;168;0;0;0;445,875;443,609;2,672;NaN;NaN;NaN;1,654
ObjB-161;0,003;1;0;0,146;6;0;0;NaN;386;302;6;NaN;NaN;NaN;0
ObjB-162;0,016;5;0;0,501;20;0;0;0;134,6;442,8;0,4;NaN;NaN;NaN;0,334
ObjB-163;0,003;1;0;0,146;6;0;0;NaN;429;303;6;NaN;NaN;NaN;0
ObjB-164;0,013;4;0;0,501;20;0;0;0;261,75;442,5;0,5;NaN;NaN;NaN;0,334
ObjB-165;0,026;8;0;0,92;40;0;0;0;326,875;444,625;0;NaN;NaN;NaN;0,696
ObjB-166;0,006;2;0;0,271;10;0;0;0;187;308;6,5;NaN;NaN;NaN;0,3
ObjB-167;0,013;4;0;0,563;22;0;0;0;403,5;296;11,25;NaN;NaN;NaN;0,334
ObjB-168;0,094;29;0;2,251;88;0;0;0;371,621;441,931;2,379;NaN;NaN;NaN;1,274
ObjB-169;0,052;16;0;1,272;50;0;0;0;326,938;315,375;7,375;NaN;NaN;NaN;0,906
ObjB-170;0,016;5;0;0,606;26;0;0;0;258,4;443,2;0,4;NaN;NaN;NaN;0,379
ObjB-171;0,019;6;0;0,647;26;0;0;0;404,167;443,5;0,5;NaN;NaN;NaN;0,379
ObjB-172;0,003;1;0;0,146;6;0;0;NaN;482;443;0;NaN;NaN;NaN;0
ObjB-173;0,123;38;0;3,568;146;0;0;0;352,395;320,289;9,684;NaN;NaN;NaN;1,885
ObjB-174;0,006;2;0;0,23;10;0;0;0;309;301,5;11;NaN;NaN;NaN;0,104
ObjB-175;5,632;1743;0;48,269;2224;0;0;0;407,939;467,792;6,223;NaN;NaN;NaN;6,776
ObjB-176;0,01;3;0;0,438;18;0;0;0;97;310,333;11,667;NaN;NaN;NaN;0,334
ObjB-177;0,019;6;0;0,544;24;0;0;0;146,667;309,833;11,833;NaN;NaN;NaN;0,334
ObjB-178;0,006;2;0;0,23;10;0;0;0;346,5;36;0;NaN;NaN;NaN;0,104
