Label,Volume (unit),Volume (pixel),Mean,SurfaceArea,surfaceAreaPxl,Min,Max,Std Deviation,X,Y,Z,Xmass,Ymass,Zmass,Feret
ObjA-1,0.010,3,1,0.376,16,1,1,0,20.667,265.000,9.667,20.667,265.000,9.667,0.379
ObjA-2,16.489,5103,2,91.542,4056,2,2,0,25.643,50.893,7.150,25.643,50.893,7.150,7.222
ObjA-3,0.013,4,3,0.522,22,3,3,0,107.000,265.750,9.750,107.000,265.750,9.750,0.334
ObjA-4,0.003,1,4,0.146,6,4,4,NaN,145.000,277.000,9.000,145.000,277.000,9.000,0.000
ObjA-5,0.174,54,5,2.591,112,5,5,0,91.426,277.148,10.907,91.426,277.148,10.907,1.119
ObjA-6,172.761,53465,6,808.538,36936,6,6,0,264.573,261.488,7.292,264.573,261.488,7.292,35.819
ObjA-7,0.010,3,7,0.314,14,7,7,0,65.333,284.333,9.000,65.333,284.333,9.000,0.147
ObjA-8,0.003,1,8,0.146,6,8,8,NaN,45.000,288.000,9.000,45.000,288.000,9.000,0.000
ObjA-9,0.010,3,9,0.354,14,9,9,0,392.000,288.667,9.333,392.000,288.667,9.333,0.317
ObjA-10,0.003,1,10,0.146,6,10,10,NaN,150.000,299.000,9.000,150.000,299.000,9.000,0.000
ObjA-11,0.113,35,11,2.026,86,11,11,0,5.057,302.486,10.771,5.057,302.486,10.771,1.039
ObjA-12,0.052,16,12,1.504,64,12,12,0,45.375,310.562,11.125,45.375,310.562,11.125,0.958
ObjA-13,0.006,2,13,0.292,12,13,13,0,357.500,318.500,9.500,357.500,318.500,9.500,0.334
ObjA-14,0.006,2,14,0.292,12,14,14,0,54.500,323.500,9.000,54.500,323.500,9.000,0.147
ObjA-15,0.003,1,15,0.146,6,15,15,NaN,91.000,333.000,9.000,91.000,333.000,9.000,0.000
ObjA-16,0.019,6,16,0.647,26,16,16,0,41.167,341.000,9.500,41.167,341.000,9.500,0.432
ObjA-17,0.006,2,17,0.292,12,17,17,0,74.500,358.500,9.500,74.500,358.500,9.500,0.334
ObjA-18,0.003,1,18,0.146,6,18,18,NaN,186.000,368.000,9.000,186.000,368.000,9.000,0.000
ObjA-19,0.026,8,19,0.814,34,19,19,0,271.750,370.250,9.500,271.750,370.250,9.500,0.379
ObjA-20,0.010,3,20,0.314,14,20,20,0,96.667,381.333,9.000,96.667,381.333,9.000,0.147
ObjA-21,0.003,1,21,0.146,6,21,21,NaN,300.000,381.000,9.000,300.000,381.000,9.000,0.000
ObjA-22,4.469,1383,22,45.984,1940,22,22,0,129.848,395.816,4.704,129.848,395.816,4.704,6.341
ObjA-23,0.055,17,23,1.379,60,23,23,0,317.588,397.765,9.706,317.588,397.765,9.706,0.643
ObjA-24,0.003,1,24,0.146,6,24,24,NaN,200.000,411.000,9.000,200.000,411.000,9.000,0.000
ObjA-25,1.092,338,25,13.269,574,25,25,0,314.740,104.426,5.636,314.740,104.426,5.636,3.345
ObjA-26,0.010,3,26,0.314,14,26,26,0,215.333,420.667,9.000,215.333,420.667,9.000,0.147
ObjA-27,0.003,1,27,0.146,6,27,27,NaN,49.000,426.000,9.000,49.000,426.000,9.000,0.000
