Label,Volume (unit),Volume (pixel),Mean,SurfaceArea,surfaceAreaPxl,Min,Max,Std Deviation,X,Y,Z,Xmass,Ymass,Zmass,Feret
ObjA-1,1.218,377,1,19.204,796,1,1,0,301.236,4.515,5.719,301.236,4.515,5.719,3.750
ObjA-2,0.045,14,2,1.229,46,2,2,0,484.714,0.500,1.429,484.714,0.500,1.429,1.218
ObjA-3,3.571,1105,3,29.659,1226,3,3,0,412.340,8.019,5.058,412.340,8.019,5.058,3.987
ObjA-4,0.003,1,4,0.146,6,4,4,NaN,61.000,478.000,7.000,61.000,478.000,7.000,0.000
ObjA-5,0.003,1,5,0.146,6,5,5,NaN,304.000,4.000,0.000,304.000,4.000,0.000,0.000
ObjA-6,0.003,1,6,0.146,6,6,6,NaN,465.000,38.000,8.000,465.000,38.000,8.000,0.000
ObjA-7,0.003,1,7,0.146,6,7,7,NaN,111.000,9.000,0.000,111.000,9.000,0.000,0.000
ObjA-8,0.006,2,8,0.292,12,8,8,0,467.500,39.500,8.000,467.500,39.500,8.000,0.147
ObjA-9,0.010,3,9,0.438,18,9,9,0,254.000,10.000,0.000,254.000,10.000,0.000,0.294
ObjA-10,0.116,36,10,2.486,106,10,10,0,370.889,21.944,0.861,370.889,21.944,0.861,0.919
ObjA-11,0.003,1,11,0.146,6,11,11,NaN,192.000,53.000,8.000,192.000,53.000,8.000,0.000
ObjA-12,0.003,1,12,0.146,6,12,12,NaN,213.000,21.000,0.000,213.000,21.000,0.000,0.000
ObjA-13,0.006,2,13,0.230,10,13,13,0,405.000,87.500,8.000,405.000,87.500,8.000,0.104
ObjA-14,0.003,1,14,0.146,6,14,14,NaN,404.000,91.000,8.000,404.000,91.000,8.000,0.000
ObjA-15,0.006,2,15,0.230,10,15,15,0,131.500,27.000,0.000,131.500,27.000,0.000,0.104
ObjA-16,0.003,1,16,0.146,6,16,16,NaN,7.000,104.000,8.000,7.000,104.000,8.000,0.000
ObjA-17,0.611,189,17,10.283,414,17,17,0,48.778,28.952,4.905,48.778,28.952,4.905,2.802
ObjA-18,0.016,5,18,0.501,20,18,18,0,311.800,109.600,8.600,311.800,109.600,8.600,0.334
ObjA-19,0.019,6,19,0.793,32,19,19,0,98.833,36.167,0.333,98.833,36.167,0.333,0.379
ObjA-20,0.003,1,20,0.146,6,20,20,NaN,102.000,36.000,0.000,102.000,36.000,0.000,0.000
ObjA-21,0.003,1,21,0.146,6,21,21,NaN,72.000,38.000,0.000,72.000,38.000,0.000,0.000
ObjA-22,0.003,1,22,0.146,6,22,22,NaN,97.000,39.000,0.000,97.000,39.000,0.000,0.000
ObjA-23,2.585,800,23,21.102,908,23,23,0,447.010,45.185,3.520,447.010,45.185,3.520,3.153
ObjA-24,0.003,1,24,0.146,6,24,24,NaN,97.000,41.000,0.000,97.000,41.000,0.000,0.000
ObjA-25,0.006,2,25,0.271,10,25,25,0,436.000,126.000,8.500,436.000,126.000,8.500,0.300
ObjA-26,0.074,23,26,1.921,80,26,26,0,70.609,43.826,1.304,70.609,43.826,1.304,0.929
ObjA-27,0.116,36,27,2.318,98,27,27,0,79.639,47.083,0.806,79.639,47.083,0.806,0.839
ObjA-28,0.003,1,28,0.146,6,28,28,NaN,113.000,139.000,8.000,113.000,139.000,8.000,0.000
ObjA-29,0.003,1,29,0.146,6,29,29,NaN,93.000,46.000,0.000,93.000,46.000,0.000,0.000
ObjA-30,0.003,1,30,0.146,6,30,30,NaN,464.000,47.000,0.000,464.000,47.000,0.000,0.000
ObjA-31,615.738,190555,31,1834.320,91716,31,31,0,276.369,189.554,5.176,276.369,189.554,5.176,40.269
ObjA-32,0.006,2,32,0.292,12,32,32,0,437.500,168.000,8.500,437.500,168.000,8.500,0.317
ObjA-33,0.003,1,33,0.146,6,33,33,NaN,383.000,200.000,8.000,383.000,200.000,8.000,0.000
ObjA-34,0.006,2,34,0.230,10,34,34,0,113.000,51.500,0.000,113.000,51.500,0.000,0.104
ObjA-35,0.003,1,35,0.146,6,35,35,NaN,163.000,246.000,8.000,163.000,246.000,8.000,0.000
ObjA-36,0.572,177,36,8.217,328,36,36,0,351.475,58.475,3.791,351.475,58.475,3.791,2.773
ObjA-37,0.003,1,37,0.146,6,37,37,NaN,114.000,292.000,8.000,114.000,292.000,8.000,0.000
ObjA-38,0.039,12,38,1.252,52,38,38,0,321.167,293.000,9.333,321.167,293.000,9.333,0.800
ObjA-39,0.003,1,39,0.146,6,39,39,NaN,109.000,301.000,8.000,109.000,301.000,8.000,0.000
ObjA-40,0.003,1,40,0.146,6,40,40,NaN,27.000,59.000,0.000,27.000,59.000,0.000,0.000
ObjA-41,0.003,1,41,0.146,6,41,41,NaN,303.000,320.000,8.000,303.000,320.000,8.000,0.000
ObjA-42,0.087,27,42,1.628,68,42,42,0,58.778,59.963,0.963,58.778,59.963,0.963,0.684
ObjA-43,0.045,14,43,1.379,60,43,43,0,369.286,346.571,9.000,369.286,346.571,9.000,0.707
ObjA-44,0.003,1,44,0.146,6,44,44,NaN,373.000,354.000,8.000,373.000,354.000,8.000,0.000
ObjA-45,0.058,18,45,1.691,70,45,45,0,193.278,360.222,8.667,193.278,360.222,8.667,0.793
ObjA-46,0.003,1,46,0.146,6,46,46,NaN,73.000,372.000,8.000,73.000,372.000,8.000,0.000
ObjA-47,0.003,1,47,0.146,6,47,47,NaN,402.000,380.000,8.000,402.000,380.000,8.000,0.000
