Label;Volume (unit);Volume (pixel);Mean;SurfaceArea;surfaceAreaPxl;Min;Max;Std Deviation;X;Y;Z;Xmass;Ymass;Zmass;Feret
ObjB-1;0,039;12;1;0,86;42;1;1;0;78,5;0,417;0,083;78,5;0,417;0,083;0,608
ObjB-2;0,397;123;2;3,951;174;2;2;0;93,236;1,341;1,268;93,236;1,341;1,268;1,301
ObjB-3;0,355;110;3;5,015;216;3;3;0;128,5;0,709;1,191;128,5;0,709;1,191;1,801
ObjB-4;0,397;123;4;4,981;194;4;4;0;167,106;0,829;2,667;167,106;0,829;2,667;1,916
ObjB-5;0,223;69;5;3,738;158;5;5;0;249,377;0,725;1,217;249,377;0,725;1,217;1,418
ObjB-6;0,152;47;6;2,299;100;6;6;0;268,809;0,957;0,851;268,809;0,957;0,851;0,975
ObjB-7;0,31;96;7;3,496;162;7;7;0;286,031;1,521;1,021;286,031;1,521;1,021;1,198
ObjB-8;0,288;89;8;3,544;174;8;8;0;318,876;1,584;0,685;318,876;1,584;0,685;1,268
ObjB-9;0,078;24;9;1,13;52;9;9;0;21;1,5;0,5;21;1,5;0,5;0,48
ObjB-10;0,349;108;10;3,542;170;10;10;0;108,241;3,454;0,87;108,241;3,454;0,87;1,293
ObjB-11;0,301;93;11;3,76;160;11;11;0;1,613;2,731;1,409;1,613;2,731;1,409;1,372
ObjB-12;0,381;118;12;4,16;182;12;12;0;278,127;3,737;1,203;278,127;3,737;1,203;1,229
ObjB-13;0,229;71;13;2,629;142;13;13;0;259,592;2,69;0,38;259,592;2,69;0,38;0,93
ObjB-14;0,178;55;14;2,505;104;14;14;0;344,509;4,564;1,073;344,509;4,564;1,073;1,039
ObjB-15;0,252;78;15;2,936;144;15;15;0;305,244;5,5;0,615;305,244;5,5;0,615;0,919
ObjB-16;0,123;38;16;1,786;94;16;16;0;357,316;4,711;0,263;357,316;4,711;0,263;0,729
ObjB-17;0,233;72;17;2,605;136;17;17;0;363,514;4,667;0,472;363,514;4,667;0,472;0,852
ObjB-18;0,42;130;18;5,103;228;18;18;0;7,685;7,362;1,062;7,685;7,362;1,062;1,378
ObjB-19;0,595;184;19;5,337;280;19;19;0;64,957;5,967;0,793;64,957;5,967;0,793;1,335
ObjB-20;0,278;86;20;3,412;192;20;20;0;192,977;5,453;0,267;192,977;5,453;0,267;1,143
ObjB-21;0,304;94;21;3,206;154;21;21;0;167,447;7,511;0,83;167,447;7,511;0,83;1,059
