Label,Volume (unit),Volume (pixel),Mean,SurfaceArea,surfaceAreaPxl,Min,Max,Std Deviation,X,Y,Z,Xmass,Ymass,Zmass,Feret
ObjA-1,0.128893,36,1,2.175553,88,1,1,0,85.527778,2.361111,0.833333,85.527778,2.361111,0.833333,1.024056
ObjA-2,2806.086413,783741,2,10368.685450,455500,2,2,0,186.464943,192.190849,6.471250,186.464943,192.190849,6.471250,56.090755
ObjA-3,0.193340,54,3,2.509350,102,3,3,0,332.074074,2.055556,0.925926,332.074074,2.055556,0.925926,0.861340
ObjA-4,0.304332,85,4,4.022998,152,4,4,0,298.411765,266.647059,1.776471,298.411765,266.647059,1.776471,1.566170
ObjA-5,0.336555,94,5,5.018700,204,5,5,0,26.329787,267.319149,2.723404,26.329787,267.319149,2.723404,1.766699
ObjA-6,0.035804,10,6,0.864235,34,6,6,0,70.700000,22.000000,8.600000,70.700000,22.000000,8.600000,0.386876
ObjA-7,0.003580,1,7,0.154964,6,7,7,NaN,66.000000,24.000000,8.000000,66.000000,24.000000,8.000000,0.000000
ObjA-8,0.003580,1,8,0.154964,6,8,8,NaN,311.000000,145.000000,3.000000,311.000000,145.000000,3.000000,0.000000
ObjA-9,0.042964,12,9,1.019199,40,9,9,0,31.333333,41.333333,8.666667,31.333333,41.333333,8.666667,0.692348
ObjA-10,0.007161,2,10,0.309928,12,10,10,0,151.000000,7.500000,0.500000,151.000000,7.500000,0.500000,0.319272
ObjA-11,2.244895,627,11,15.711201,618,11,11,0,4.384370,5.156300,6.556619,4.384370,5.156300,6.556619,3.738240
ObjA-12,0.017902,5,12,0.530439,20,12,12,0,168.000000,14.800000,0.400000,168.000000,14.800000,0.400000,0.371131
ObjA-13,0.010741,3,13,0.375475,14,13,13,0,368.000000,14.333333,0.333333,368.000000,14.333333,0.333333,0.319272
ObjA-14,0.007161,2,14,0.244380,10,14,14,0,91.500000,21.000000,0.000000,91.500000,21.000000,0.000000,0.109246
ObjA-15,0.032223,9,15,0.905914,34,15,15,0,367.777778,280.000000,0.777778,367.777778,280.000000,0.777778,0.638544
ObjA-16,0.211242,59,16,3.009859,116,16,16,0,262.338983,261.220339,4.881356,262.338983,261.220339,4.881356,1.281752
ObjA-17,0.035804,10,17,1.060877,40,17,17,0,303.100000,261.900000,3.700000,303.100000,261.900000,3.700000,0.692348
ObjA-18,0.010741,3,18,0.399344,16,18,18,0,174.000000,262.666667,3.666667,174.000000,262.666667,3.666667,0.386876
ObjA-19,0.071607,20,19,1.525769,58,19,19,0,341.700000,24.350000,1.750000,341.700000,24.350000,1.750000,0.913164
ObjA-20,0.028643,8,20,0.840366,32,20,20,0,144.625000,282.750000,4.125000,144.625000,282.750000,4.125000,0.619572
ObjA-21,0.633726,177,21,7.069590,306,21,21,0,57.774011,130.728814,10.779661,57.774011,130.728814,10.779661,2.164765
