Label,Volume (unit),Volume (pixel),Mean,SurfaceArea,surfaceAreaPxl,Min,Max,Std Deviation,X,Y,Z,Xmass,Ymass,Zmass,Feret
ObjA-1,3.428,1061,1,18.796,796,1,1,0,11.971,5.708,4.240,11.971,5.708,4.240,3.117
ObjA-2,4.443,1375,2,38.850,1686,2,2,0,415.396,16.436,6.784,415.396,16.436,6.784,6.009
ObjA-3,0.003,1,3,0.146,6,3,3,NaN,179.000,334.000,9.000,179.000,334.000,9.000,0.000
ObjA-4,19.649,6081,4,127.498,5704,4,4,0,56.637,40.873,6.945,56.637,40.873,6.945,9.663
ObjA-5,0.003,1,5,0.146,6,5,5,NaN,94.000,336.000,9.000,94.000,336.000,9.000,0.000
ObjA-6,0.003,1,6,0.146,6,6,6,NaN,278.000,284.000,4.000,278.000,284.000,4.000,0.000
ObjA-7,0.010,3,7,0.354,14,7,7,0,433.333,337.000,9.333,433.333,337.000,9.333,0.317
ObjA-8,228.349,70668,8,982.665,44742,8,8,0,205.287,256.839,6.216,205.287,256.839,6.216,43.562
ObjA-9,0.003,1,9,0.146,6,9,9,NaN,414.000,357.000,9.000,414.000,357.000,9.000,0.000
ObjA-10,0.317,98,10,5.038,222,10,10,0,147.745,373.041,11.143,147.745,373.041,11.143,1.476
ObjA-11,0.003,1,11,0.146,6,11,11,NaN,202.000,410.000,9.000,202.000,410.000,9.000,0.000
ObjA-12,0.006,2,12,0.271,10,12,12,0,284.000,321.000,4.500,284.000,321.000,4.500,0.300
ObjA-13,0.036,11,13,0.857,38,13,13,0,443.091,422.727,9.636,443.091,422.727,9.636,0.432
ObjA-14,0.010,3,14,0.438,18,14,14,0,94.667,335.667,4.333,94.667,335.667,4.333,0.317
ObjA-15,10.944,3387,15,89.797,3928,15,15,0,59.194,170.444,6.282,59.194,170.444,6.282,13.402
ObjA-16,0.016,5,16,0.481,22,16,16,0,87.800,343.400,4.000,87.800,343.400,4.000,0.311
ObjA-17,0.029,9,17,0.752,32,17,17,0,55.444,350.444,4.333,55.444,350.444,4.333,0.379
ObjA-18,0.019,6,18,0.814,34,18,18,0,237.000,439.833,9.667,237.000,439.833,9.667,0.643
ObjA-19,0.979,303,19,12.328,532,19,19,0,475.713,354.677,6.828,475.713,354.677,6.828,3.087
ObjA-20,0.003,1,20,0.146,6,20,20,NaN,152.000,443.000,9.000,152.000,443.000,9.000,0.000
ObjA-21,0.003,1,21,0.146,6,21,21,NaN,4.000,355.000,4.000,4.000,355.000,4.000,0.000
ObjA-22,0.006,2,22,0.230,10,22,22,0,152.000,447.500,9.000,152.000,447.500,9.000,0.104
ObjA-23,33.353,10322,23,202.035,8650,23,23,0,311.979,177.809,6.083,311.979,177.809,6.083,18.225
ObjA-24,0.032,10,24,1.001,40,24,24,0,73.600,458.700,9.900,73.600,458.700,9.900,0.684
ObjA-25,0.003,1,25,0.146,6,25,25,NaN,197.000,396.000,4.000,197.000,396.000,4.000,0.000
ObjA-26,0.168,52,26,4.093,172,26,26,0,228.769,480.077,10.808,228.769,480.077,10.808,1.398
ObjA-27,0.084,26,27,1.547,68,27,27,0,310.462,485.385,9.923,310.462,485.385,9.923,0.744
ObjA-28,0.139,43,28,2.215,96,28,28,0,200.349,84.605,11.047,200.349,84.605,11.047,0.800
ObjA-29,0.003,1,29,0.146,6,29,29,NaN,52.000,101.000,10.000,52.000,101.000,10.000,0.000
ObjA-30,211.116,65335,30,677.811,32770,30,30,0,81.967,279.055,7.351,81.967,279.055,7.351,21.143
