Label,Volume (unit),Volume (pixel),Mean,SurfaceArea,surfaceAreaPxl,Min,Max,Std Deviation,X,Y,Z,Xmass,Ymass,Zmass,Feret
ObjA-1,0.003,1,1,0.146,6,1,1,NaN,254.000,480.000,6.000,254.000,480.000,6.000,0.000
ObjA-2,1080.982,334536,2,5565.024,256676,2,2,0,215.568,239.769,6.454,215.568,239.769,6.454,62.560
ObjA-3,0.003,1,3,0.146,6,3,3,NaN,42.000,0.000,0.000,42.000,0.000,0.000,0.000
ObjA-4,0.023,7,4,0.668,28,4,4,0,317.857,482.429,6.429,317.857,482.429,6.429,0.379
ObjA-5,0.003,1,5,0.146,6,5,5,NaN,203.000,159.000,12.000,203.000,159.000,12.000,0.000
ObjA-6,0.097,30,6,2.150,90,6,6,0,314.000,26.300,4.067,314.000,26.300,4.067,0.975
ObjA-7,0.617,191,7,9.138,440,7,7,0,345.492,1.921,0.476,345.492,1.921,0.476,2.715
ObjA-8,0.003,1,8,0.146,6,8,8,NaN,220.000,189.000,12.000,220.000,189.000,12.000,0.000
ObjA-9,4.107,1271,9,38.032,1716,9,9,0,472.965,14.135,6.095,472.965,14.135,6.095,4.617
ObjA-10,0.010,3,10,0.314,14,10,10,0,122.667,195.333,12.000,122.667,195.333,12.000,0.147
ObjA-11,0.006,2,11,0.230,10,11,11,0,216.000,202.500,12.000,216.000,202.500,12.000,0.104
ObjA-12,0.003,1,12,0.146,6,12,12,NaN,359.000,3.000,0.000,359.000,3.000,0.000,0.000
ObjA-13,0.701,217,13,7.771,332,13,13,0,463.677,4.152,10.203,463.677,4.152,10.203,2.104
ObjA-14,0.003,1,14,0.146,6,14,14,NaN,358.000,222.000,12.000,358.000,222.000,12.000,0.000
ObjA-15,0.003,1,15,0.146,6,15,15,NaN,361.000,64.000,2.000,361.000,64.000,2.000,0.000
ObjA-16,0.003,1,16,0.146,6,16,16,NaN,424.000,11.000,7.000,424.000,11.000,7.000,0.000
ObjA-17,0.006,2,17,0.230,10,17,17,0,114.500,228.000,12.000,114.500,228.000,12.000,0.104
ObjA-18,0.006,2,18,0.230,10,18,18,0,347.500,75.000,2.000,347.500,75.000,2.000,0.104
ObjA-19,0.003,1,19,0.146,6,19,19,NaN,426.000,12.000,7.000,426.000,12.000,7.000,0.000
ObjA-20,2.498,773,20,19.065,802,20,20,0,376.454,12.514,6.140,376.454,12.514,6.140,3.933
ObjA-21,0.010,3,21,0.314,14,21,21,0,201.667,13.667,7.000,201.667,13.667,7.000,0.147
ObjA-22,0.016,5,22,0.481,22,22,22,0,225.000,238.400,12.000,225.000,238.400,12.000,0.232
ObjA-23,0.003,1,23,0.146,6,23,23,NaN,221.000,239.000,12.000,221.000,239.000,12.000,0.000
ObjA-24,0.003,1,24,0.146,6,24,24,NaN,221.000,242.000,12.000,221.000,242.000,12.000,0.000
ObjA-25,0.003,1,25,0.146,6,25,25,NaN,359.000,242.000,12.000,359.000,242.000,12.000,0.000
ObjA-26,13.672,4231,26,93.774,4146,26,26,0,285.166,21.932,7.634,285.166,21.932,7.634,6.443
ObjA-27,0.013,4,27,0.398,18,27,27,0,81.250,245.000,12.000,81.250,245.000,12.000,0.208
ObjA-28,1.063,329,28,10.381,476,28,28,0,358.337,26.884,10.495,358.337,26.884,10.495,2.250
ObjA-29,0.003,1,29,0.146,6,29,29,NaN,250.000,244.000,12.000,250.000,244.000,12.000,0.000
ObjA-30,0.003,1,30,0.146,6,30,30,NaN,386.000,11.000,0.000,386.000,11.000,0.000,0.000
ObjA-31,0.010,3,31,0.314,14,31,31,0,255.333,250.333,12.000,255.333,250.333,12.000,0.147
ObjA-32,0.003,1,32,0.146,6,32,32,NaN,299.000,250.000,12.000,299.000,250.000,12.000,0.000
ObjA-33,0.003,1,33,0.146,6,33,33,NaN,454.000,250.000,12.000,454.000,250.000,12.000,0.000
ObjA-34,0.003,1,34,0.146,6,34,34,NaN,263.000,251.000,12.000,263.000,251.000,12.000,0.000
ObjA-35,0.003,1,35,0.146,6,35,35,NaN,423.000,254.000,12.000,423.000,254.000,12.000,0.000
ObjA-36,3.729,1154,36,41.728,1836,36,36,0,182.675,25.827,6.039,182.675,25.827,6.039,4.908
ObjA-37,0.003,1,37,0.146,6,37,37,NaN,304.000,256.000,12.000,304.000,256.000,12.000,0.000
ObjA-38,0.779,241,38,13.025,540,38,38,0,443.274,20.228,3.133,443.274,20.228,3.133,2.852
ObjA-39,0.003,1,39,0.146,6,39,39,NaN,247.000,264.000,12.000,247.000,264.000,12.000,0.000
ObjA-40,0.032,10,40,0.855,34,40,40,0,393.100,40.700,7.700,393.100,40.700,7.700,0.609
ObjA-41,0.003,1,41,0.146,6,41,41,NaN,328.000,288.000,12.000,328.000,288.000,12.000,0.000
ObjA-42,0.368,114,42,6.082,300,42,42,0,457.070,26.965,0.325,457.070,26.965,0.325,2.513
ObjA-43,0.003,1,43,0.146,6,43,43,NaN,410.000,293.000,12.000,410.000,293.000,12.000,0.000
ObjA-44,0.003,1,44,0.146,6,44,44,NaN,39.000,299.000,12.000,39.000,299.000,12.000,0.000
ObjA-45,0.003,1,45,0.146,6,45,45,NaN,53.000,17.000,0.000,53.000,17.000,0.000,0.000
ObjA-46,0.003,1,46,0.146,6,46,46,NaN,48.000,305.000,12.000,48.000,305.000,12.000,0.000
ObjA-47,0.010,3,47,0.314,14,47,47,0,17.333,311.333,12.000,17.333,311.333,12.000,0.147
ObjA-48,0.006,2,48,0.230,10,48,48,0,196.500,318.000,12.000,196.500,318.000,12.000,0.104
ObjA-49,0.003,1,49,0.146,6,49,49,NaN,195.000,320.000,12.000,195.000,320.000,12.000,0.000
